"docname","from","to","pre","keyword","post","pattern"
"FEDERALIST 78.txt",640,640,"of justice the gene ral","liberty","of the people can never","liberty"
"FEDERALIST 78.txt",675,675,"agree that there is no","liberty","if the power of judging","liberty"
"FEDERALIST 78.txt",699,699,"the last place that as","liberty","can have nothing to fear","liberty"
