"docname","from","to","pre","keyword","post","pattern"
"FEDERALIST 37.txt",848,848,"the inviolable attention due to","liberty","and to the republican form","liberty"
"FEDERALIST 37.txt",1062,1062,"with the vital principles of","liberty","we must perceive at once","liberty"
"FEDERALIST 37.txt",1082,1082,"proportions The genius of republican","liberty","seems to demand on one","liberty"
